time,city,region,latitude,longitude,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,daylight_duration,precipitation_hours,isa,isa_scaled,is_harmattan,is_dry_season,is_stagnant,is_no_rain,pm25_proxy,month,year
2021-05-19,Ebolowa,Sud,2.91,11.15,23.6,29.0,20.0,5.7,5.7,6.6,24.5,317,20.1,3.84,37016.1,44132.39,9,0.06515151515151514,0.4732704402515723,0,0,0,0,16.324460345780373,5,2021
2021-05-20,Ebolowa,Sud,2.91,11.15,22.8,27.5,20.9,5.4,5.4,8.0,24.1,270,13.78,2.76,24830.6,44138.8,10,0.057499999999999996,0.417688679245283,0,0,0,0,14.31431268650825,5,2021
2021-05-21,Ebolowa,Sud,2.91,11.15,23.4,29.1,20.0,2.1,2.1,8.1,19.8,284,16.7,3.29,30177.34,44145.06,3,0.09753086419753088,0.7084789191707432,0,0,0,0,18.497828201597034,5,2021
2021-05-22,Ebolowa,Sud,2.91,11.15,22.6,26.8,20.6,15.4,15.4,8.3,25.2,313,10.57,2.15,33031.42,44151.16,22,0.0,0.0,0,0,0,0,8.67313389121339,5,2021
2021-05-23,Ebolowa,Sud,2.91,11.15,24.0,30.0,20.5,1.2,1.2,7.9,25.9,36,19.86,4.5,40104.93,44157.07,6,0.11139240506329112,0.8091712443276808,0,0,0,0,20.531519367078612,5,2021
2021-05-24,Ebolowa,Sud,2.91,11.15,24.3,30.0,20.7,1.9,1.9,9.4,28.4,275,19.48,3.98,39355.18,44162.8,10,0.08617021276595745,0.6259534323564834,0,0,0,0,18.292867129700394,5,2021
2021-05-25,Ebolowa,Sud,2.91,11.15,24.6,30.1,21.7,1.4,1.4,8.4,24.1,288,18.66,3.82,40500.01,44168.34,7,0.10340476190476193,0.7511477987421386,0,0,0,0,19.739284881976793,5,2021
2021-05-26,Ebolowa,Sud,2.91,11.15,23.2,27.5,21.2,9.2,9.2,9.2,25.6,284,13.49,2.69,37604.66,44173.69,13,0.008695652173913052,0.06316652994257595,0,0,0,0,10.126564886507564,5,2021
2021-05-27,Ebolowa,Sud,2.91,11.15,23.2,28.0,20.5,13.6,13.6,11.5,28.4,328,15.98,3.13,36984.77,44178.82,18,0.0,0.0,0,0,0,0,9.805229288702929,5,2021
2021-05-28,Ebolowa,Sud,2.91,11.15,23.0,28.9,19.9,2.3,2.3,6.7,33.5,2,14.1,2.86,29909.33,44183.75,7,0.11492537313432835,0.8348352576738947,0,0,0,0,19.442272464471674,5,2021
2021-05-29,Ebolowa,Sud,2.91,11.15,23.8,30.1,20.6,2.4,2.4,7.6,26.3,311,17.98,3.64,36475.33,44188.5,9,0.10100000000000002,0.7336792452830191,0,0,0,0,19.16203546222468,5,2021
2021-05-30,Ebolowa,Sud,2.91,11.15,24.7,29.1,21.8,1.9,1.9,9.0,26.6,284,17.69,3.61,37309.25,44193.09,10,0.09,0.6537735849056604,0,0,0,0,18.42528552932818,5,2021
2021-05-31,Ebolowa,Sud,2.91,11.15,23.1,26.5,21.3,4.9,4.9,7.8,31.3,304,11.21,2.24,16934.51,44197.52,10,0.06538461538461539,0.4749637155297533,0,0,0,0,14.631700151210596,5,2021
2021-06-01,Ebolowa,Sud,2.91,11.15,22.8,27.5,20.8,14.6,14.6,10.2,24.8,274,10.79,2.17,14056.37,44201.77,15,0.0,0.0,0,0,0,0,8.769071966527198,6,2021
2021-06-02,Ebolowa,Sud,2.91,11.15,22.4,25.6,20.1,3.2,3.2,8.6,22.3,279,9.13,1.88,18344.75,44205.84,12,0.07906976744186045,0.5743747257569108,0,0,0,0,15.250926834605941,6,2021
2021-06-03,Ebolowa,Sud,2.91,11.15,23.1,28.5,19.5,0.6,0.6,8.2,18.7,288,16.1,3.27,40842.32,44209.73,3,0.11463414634146342,0.8327197422917626,0,0,0,0,19.805541510011608,6,2021
2021-06-04,Ebolowa,Sud,2.91,11.15,23.6,29.1,20.8,4.8,4.8,10.6,27.7,284,16.61,3.33,32544.81,44213.44,16,0.04905660377358491,0.3563545745817017,0,0,0,0,14.324379581172888,6,2021
2021-06-05,Ebolowa,Sud,2.91,11.15,22.9,27.2,20.8,14.3,14.3,7.8,25.2,285,15.66,3.8,25493.96,44216.96,19,0.0,0.0,0,0,0,0,9.760828451882844,6,2021
2021-06-06,Ebolowa,Sud,2.91,11.15,23.2,28.6,20.3,21.6,21.6,10.4,28.8,286,17.92,3.58,29614.04,44220.28,16,0.0,0.0,0,0,0,0,10.160446861924687,6,2021
2021-06-07,Ebolowa,Sud,2.91,11.15,23.1,29.9,20.6,6.1,6.1,5.2,22.3,342,17.65,3.49,30681.54,44223.41,11,0.075,0.544811320754717,0,0,0,0,16.61491325491435,6,2021
2021-06-08,Ebolowa,Sud,2.91,11.15,23.1,28.9,20.1,9.4,9.4,6.5,27.4,347,17.2,3.37,35835.35,44226.33,12,0.009230769230769223,0.06705370101596511,0,0,0,0,10.797239391271079,6,2021
2021-06-09,Ebolowa,Sud,2.91,11.15,23.6,29.6,19.4,4.5,4.5,10.2,38.2,70,18.97,3.87,35335.48,44229.05,14,0.05392156862745099,0.3916944136145025,0,0,0,0,15.179538821114617,6,2021
2021-06-10,Ebolowa,Sud,2.91,11.15,24.0,30.0,20.8,4.3,4.3,7.8,32.0,317,18.27,3.73,40559.11,44231.55,9,0.0730769230769231,0.5308417997097244,0,0,0,0,16.84426812371335,6,2021
2021-06-11,Ebolowa,Sud,2.91,11.15,23.0,28.5,20.0,7.2,7.2,12.6,32.8,287,14.28,2.81,34351.43,44233.85,16,0.022222222222222223,0.16142557651991615,0,0,0,0,11.381469261335226,6,2021
2021-06-12,Ebolowa,Sud,2.91,11.15,22.8,29.1,19.3,2.8,2.8,9.7,26.6,278,13.4,2.65,32029.47,44235.91,11,0.07422680412371134,0.5391947092005447,0,0,0,0,15.699746552247541,6,2021
2021-06-13,Ebolowa,Sud,2.91,11.15,23.6,30.7,19.5,3.2,3.2,9.3,24.1,63,17.88,3.75,26969.87,44237.77,2,0.07823655913978492,0.5683221748833434,0,0,0,0,17.118087855922294,6,2021
2021-06-14,Ebolowa,Sud,2.91,11.15,23.6,29.5,20.2,5.3,5.3,6.1,20.5,321,18.46,3.72,39550.54,44239.39,15,0.07704918032786885,0.5596968759665946,0,0,0,0,17.097748285657715,6,2021
2021-06-15,Ebolowa,Sud,2.91,11.15,22.9,28.0,19.8,3.9,3.9,9.4,24.5,288,14.45,2.91,40866.0,44240.78,8,0.06489361702127659,0.4713970293054998,0,0,0,0,15.1107333893229,6,2021
2021-06-16,Ebolowa,Sud,2.91,11.15,23.0,27.7,20.4,4.5,4.5,14.2,32.4,265,15.82,3.3,37277.64,44241.93,6,0.03873239436619719,0.281357959075206,0,0,0,0,13.121224379195358,6,2021
2021-06-17,Ebolowa,Sud,2.91,11.15,22.3,26.0,20.1,8.4,8.4,12.6,31.0,277,16.37,3.7,33106.49,44242.85,10,0.012698412698412691,0.09224318658280918,0,0,0,0,10.780692297571118,6,2021
2021-06-18,Ebolowa,Sud,2.91,11.15,23.2,28.8,20.2,1.1,1.1,12.8,31.3,264,16.15,3.29,37831.12,44243.53,7,0.06953125,0.5050854952830189,0,0,0,0,15.914261926659826,6,2021
2021-06-19,Ebolowa,Sud,2.91,11.15,22.8,27.8,20.5,7.5,7.5,8.4,23.4,220,15.57,4.1,39600.0,44243.99,22,0.02976190476190476,0.21619496855345913,0,0,0,0,12.353611589168706,6,2021
2021-06-20,Ebolowa,Sud,2.91,11.15,23.1,28.6,20.2,4.0,4.0,7.3,26.6,281,16.18,3.24,32799.34,44244.22,15,0.0821917808219178,0.5970535021969501,0,0,0,0,16.985396838078884,6,2021
2021-06-21,Ebolowa,Sud,2.91,11.15,20.9,22.0,19.9,27.7,27.7,9.4,20.5,269,3.46,0.73,0.0,44244.23,21,0.0,0.0,0,0,0,0,6.8933715481171545,6,2021
2021-06-22,Ebolowa,Sud,2.91,11.15,21.9,26.9,19.7,4.6,4.6,10.1,26.6,280,15.52,3.1,38561.55,44244.01,15,0.05346534653465347,0.3883803474687092,0,0,0,0,14.00230475539857,6,2021
2021-06-23,Ebolowa,Sud,2.91,11.15,21.8,27.1,19.8,10.9,10.9,7.6,23.0,266,12.55,2.48,1910.0,44243.57,21,0.0,0.0,0,0,0,0,8.777576569037658,6,2021
2021-06-24,Ebolowa,Sud,2.91,11.15,23.2,28.9,19.5,18.3,18.3,7.0,27.4,357,19.2,3.85,39600.0,44242.91,13,0.0,0.0,0,0,0,0,10.391050209205021,6,2021
2021-06-25,Ebolowa,Sud,2.91,11.15,23.2,30.0,19.0,17.4,17.4,11.3,30.2,13,19.77,3.99,40518.53,44242.03,15,0.0,0.0,0,0,0,0,10.496507949790795,6,2021
2021-06-26,Ebolowa,Sud,2.91,11.15,22.4,28.8,19.9,14.6,14.6,10.7,31.3,281,16.17,3.2,32550.03,44240.94,12,0.0,0.0,0,0,0,0,9.603648535564854,6,2021
2021-06-27,Ebolowa,Sud,2.91,11.15,21.8,27.2,20.1,14.4,14.4,10.4,28.4,269,11.91,2.37,27327.96,44239.63,18,0.0,0.0,0,0,0,0,8.665774895397488,6,2021
2021-06-28,Ebolowa,Sud,2.91,11.15,22.4,28.4,19.5,8.6,8.6,6.1,20.2,268,14.44,2.9,29677.88,44238.11,8,0.022950819672131154,0.1667182183730282,0,0,0,0,11.301681381982613,6,2021
2021-06-29,Ebolowa,Sud,2.91,11.15,22.4,27.3,20.1,8.9,8.9,12.6,34.2,276,15.6,2.98,24929.84,44236.39,17,0.008730158730158729,0.06341719077568134,0,0,0,0,10.247997084287254,6,2021
2021-06-30,Ebolowa,Sud,2.91,11.15,22.8,29.7,19.6,3.9,3.9,12.7,32.8,290,17.51,3.51,39600.0,44234.45,4,0.048031496062992125,0.3489080374387164,0,0,0,0,14.155785989013554,6,2021
2021-07-01,Ebolowa,Sud,2.91,11.15,23.1,29.6,20.2,2.2,2.2,9.2,20.5,264,18.17,3.64,35030.39,44232.31,8,0.08478260869565218,0.6158736669401149,0,0,0,0,17.566987768971757,7,2021
2021-07-02,Ebolowa,Sud,2.91,11.15,23.2,29.2,20.4,12.3,12.3,13.0,31.7,276,17.69,3.53,39941.5,44229.96,14,0.0,0.0,0,0,0,0,10.11880251046025,7,2021
2021-07-03,Ebolowa,Sud,2.91,11.15,22.7,29.0,20.5,24.6,24.6,12.2,29.5,286,13.85,2.8,24820.09,44227.43,15,0.0,0.0,0,0,0,0,9.288192468619247,7,2021
2021-07-04,Ebolowa,Sud,2.91,11.15,21.5,25.0,19.9,2.6,2.6,10.7,27.4,289,8.25,1.72,26546.15,44224.68,14,0.06915887850467291,0.5023805325339448,0,0,0,0,13.962044214675121,7,2021
2021-07-05,Ebolowa,Sud,2.91,11.15,21.2,23.9,19.9,14.9,14.9,11.3,28.4,280,10.47,1.98,11061.84,44221.75,21,0.0,0.0,0,0,0,0,8.214271129707113,7,2021
2021-07-06,Ebolowa,Sud,2.91,11.15,22.9,28.9,20.0,0.7,0.7,13.4,33.5,278,17.25,3.57,32777.7,44218.62,5,0.06940298507462686,0.5041537595043649,0,0,0,0,16.017971473885016,7,2021
2021-07-07,Ebolowa,Sud,2.91,11.15,23.2,28.6,19.6,0.4,0.4,9.4,27.7,261,18.2,3.76,32284.78,44215.3,4,0.10212765957446808,0.741870734644721,0,0,0,0,19.13027140987891,7,2021
2021-07-08,Ebolowa,Sud,2.91,11.15,23.1,28.2,20.5,4.1,4.1,10.0,24.8,266,19.1,3.65,39600.0,44211.76,13,0.05900000000000001,0.4285849056603775,0,0,0,0,15.461006315623276,7,2021
2021-07-09,Ebolowa,Sud,2.91,11.15,23.3,29.5,19.9,0.5,0.5,12.1,29.9,273,19.73,4.2,39600.0,44207.98,5,0.07851239669421488,0.5703259005145798,0,0,0,0,17.393793651363243,7,2021
2021-07-10,Ebolowa,Sud,2.91,11.15,23.5,28.9,20.6,0.6,0.6,9.9,27.4,287,19.52,4.0,39600.0,44203.99,6,0.09494949494949494,0.6897274633123689,0,0,0,0,18.826980605773528,7,2021
2021-07-11,Ebolowa,Sud,2.91,11.15,23.0,28.1,20.3,4.9,4.9,14.2,35.3,280,17.9,3.42,38771.71,44199.79,5,0.03591549295774648,0.2608955620515546,0,0,0,0,13.205781054242086,7,2021
2021-07-12,Ebolowa,Sud,2.91,11.15,22.0,25.4,19.9,16.4,16.4,11.9,35.6,276,13.17,2.52,31663.46,44195.38,14,0.0,0.0,0,0,0,0,8.936565690376568,7,2021
2021-07-13,Ebolowa,Sud,2.91,11.15,23.3,28.1,20.5,1.2,1.2,14.8,38.2,272,15.85,3.34,34111.49,44190.77,7,0.05945945945945945,0.4319224885262621,0,0,0,0,15.028117561059915,7,2021
2021-07-14,Ebolowa,Sud,2.91,11.15,22.8,27.2,20.5,5.7,5.7,13.9,35.6,264,16.87,3.25,38345.38,44185.98,9,0.030935251798561145,0.22471833853671777,0,0,0,0,12.532707928549401,7,2021
2021-07-15,Ebolowa,Sud,2.91,11.15,22.0,26.2,20.2,6.1,6.1,11.3,24.5,255,9.56,1.91,18260.57,44181.0,10,0.034513274336283185,0.2507096343296043,0,0,0,0,11.315915611955251,7,2021
2021-07-16,Ebolowa,Sud,2.91,11.15,22.4,26.9,19.8,0.1,0.1,10.2,23.8,284,12.19,2.54,34858.28,44175.84,1,0.09705882352941178,0.7050499445061045,0,0,0,0,17.372349961688315,7,2021
2021-07-17,Ebolowa,Sud,2.91,11.15,23.2,27.6,20.2,0.1,0.1,10.8,26.6,285,15.81,3.34,31338.87,44170.51,1,0.09166666666666666,0.6658805031446541,0,0,0,0,17.79958863187811,7,2021
2021-07-18,Ebolowa,Sud,2.91,11.15,22.8,28.8,20.4,4.6,4.6,14.4,32.0,275,13.8,2.84,22330.55,44165.02,6,0.037500000000000006,0.2724056603773585,0,0,0,0,12.585129012394411,7,2021
2021-07-19,Ebolowa,Sud,2.91,11.15,23.3,29.5,20.2,3.2,3.2,8.7,25.2,258,18.38,3.78,39624.37,44159.38,11,0.07816091954022988,0.5677727174148774,0,0,0,0,17.101008173832085,7,2021
2021-07-20,Ebolowa,Sud,2.91,11.15,23.2,27.4,20.3,4.1,4.1,10.6,23.0,267,13.15,2.79,20915.28,44153.59,10,0.055660377358490574,0.4043253826984693,0,0,0,0,14.183257730456944,7,2021
2021-07-21,Ebolowa,Sud,2.91,11.15,23.7,28.8,20.7,2.1,2.1,9.3,21.2,276,14.15,3.4,20123.3,44147.66,8,0.08494623655913978,0.6170622844390343,0,0,0,0,17.122128166406487,7,2021
2021-07-22,Ebolowa,Sud,2.91,11.15,23.1,27.5,20.5,2.8,2.8,11.5,30.2,283,13.72,2.92,27626.2,44141.59,10,0.0626086956521739,0.45479901558654634,0,0,0,0,14.862999065699643,7,2021
2021-07-23,Ebolowa,Sud,2.91,11.15,22.8,27.1,20.1,1.4,1.4,13.5,34.9,268,16.87,3.43,36915.24,44135.39,8,0.06370370370370369,0.4627533193570929,0,0,0,0,15.414327698393901,7,2021
2021-07-24,Ebolowa,Sud,2.91,11.15,22.6,27.5,20.2,1.9,1.9,13.4,34.6,272,16.87,3.39,39600.0,44129.08,9,0.06044776119402985,0.43910166150380175,0,0,0,0,15.064907804154407,7,2021
2021-07-25,Ebolowa,Sud,2.91,11.15,22.6,27.3,19.6,1.0,1.0,11.5,33.1,268,13.43,2.85,39733.62,44122.65,9,0.0782608695652174,0.568498769483183,0,0,0,0,16.023914104091084,7,2021
2021-07-26,Ebolowa,Sud,2.91,11.15,23.3,29.9,19.7,0.6,0.6,16.1,38.5,268,19.73,4.14,36073.23,44116.11,4,0.05838509316770185,0.424118129614438,0,0,0,0,15.63090040056154,7,2021
2021-07-27,Ebolowa,Sud,2.91,11.15,22.0,26.2,19.4,1.4,1.4,9.5,27.7,277,13.7,2.86,22738.42,44109.46,10,0.09052631578947368,0.65759682224429,0,0,0,0,16.955160193291313,7,2021
2021-07-28,Ebolowa,Sud,2.91,11.15,22.8,28.5,19.1,1.2,1.2,10.2,25.6,272,18.87,3.93,39600.0,44102.65,10,0.08627450980392158,0.626711061783204,0,0,0,0,17.753075837632757,7,2021
2021-07-29,Ebolowa,Sud,2.91,11.15,23.1,28.8,19.9,0.6,0.6,12.2,29.5,269,17.53,3.67,39099.77,44095.67,6,0.07704918032786885,0.5596968759665946,0,0,0,0,16.800664603649345,7,2021
2021-07-30,Ebolowa,Sud,2.91,11.15,23.7,30.2,20.5,0.7,0.7,13.2,33.1,264,19.76,4.9,39600.0,44088.53,5,0.07186363636363638,0.5220283018867926,0,0,0,0,17.03674129628168,7,2021
2021-07-31,Ebolowa,Sud,2.91,11.15,23.2,29.1,20.8,7.2,7.2,11.1,24.8,275,17.28,3.52,33137.05,44081.23,6,0.02522522522522523,0.18323984361720216,0,0,0,0,12.254523311690946,7,2021
2021-08-01,Ebolowa,Sud,2.91,11.15,23.0,27.4,20.5,3.0,3.0,10.8,30.6,293,16.59,3.36,36860.34,44073.79,15,0.06481481481481481,0.47082459818308875,0,0,0,0,15.519207312088279,8,2021
2021-08-02,Ebolowa,Sud,2.91,11.15,22.5,27.5,20.6,7.3,7.3,10.4,24.8,275,11.52,2.39,31517.81,44066.23,8,0.02596153846153846,0.18858853410740203,0,0,0,0,11.082892534811837,8,2021
2021-08-03,Ebolowa,Sud,2.91,11.15,23.2,29.4,20.5,3.0,3.0,11.8,32.0,269,15.78,3.2,39102.89,44058.54,6,0.05932203389830508,0.4309242085065558,0,0,0,0,14.955994267769047,8,2021
2021-08-04,Ebolowa,Sud,2.91,11.15,23.5,29.1,20.6,1.0,1.0,9.7,23.8,275,15.99,3.36,35911.92,44050.72,7,0.09278350515463918,0.6739933865006809,0,0,0,0,18.016856202861728,8,2021
2021-08-05,Ebolowa,Sud,2.91,11.15,22.6,26.2,21.0,12.2,12.2,12.9,34.9,279,13.19,2.6,30732.17,44042.81,11,0.0,0.0,0,0,0,0,9.130778242677826,8,2021
2021-08-06,Ebolowa,Sud,2.91,11.15,22.0,26.4,20.1,4.0,4.0,12.6,31.7,264,11.35,2.31,28811.66,44034.79,17,0.047619047619047616,0.34591194968553457,0,0,0,0,12.783966827188756,8,2021
2021-08-07,Ebolowa,Sud,2.91,11.15,22.1,27.2,19.9,6.4,6.4,14.1,41.0,254,12.56,2.5,4958.51,44026.69,13,0.025531914893617023,0.18546768366118027,0,0,0,0,11.097495049122447,8,2021
2021-08-08,Ebolowa,Sud,2.91,11.15,22.1,26.5,19.6,2.9,2.9,9.8,33.5,260,11.57,2.46,20794.55,44018.5,9,0.07244897959183673,0.5262803234501348,0,0,0,0,15.032525387677769,8,2021
2021-08-09,Ebolowa,Sud,2.91,11.15,23.1,28.5,19.9,0.2,0.2,13.4,30.2,278,15.52,3.29,35091.18,44010.23,2,0.07313432835820895,0.5312588003379329,0,0,0,0,16.103446189829256,8,2021
2021-08-10,Ebolowa,Sud,2.91,11.15,22.9,27.8,20.4,4.7,4.7,11.2,29.9,278,17.58,3.58,37084.5,44001.9,9,0.04732142857142858,0.34375000000000006,0,0,0,0,14.14423347280335,8,2021
2021-08-11,Ebolowa,Sud,2.91,11.15,22.6,28.0,20.1,3.0,3.0,12.4,35.3,262,16.86,3.43,31865.41,43993.51,8,0.0564516129032258,0.4100730371272063,0,0,0,0,14.720658035484634,8,2021
2021-08-12,Ebolowa,Sud,2.91,11.15,22.9,29.0,19.6,0.1,0.1,12.5,33.5,274,17.25,3.68,32967.64,43985.06,1,0.0792,0.5753207547169812,0,0,0,0,16.88737541643641,8,2021
2021-08-13,Ebolowa,Sud,2.91,11.15,23.6,29.4,20.0,0.1,0.1,10.2,25.6,285,17.7,3.83,36712.48,43976.57,1,0.09705882352941178,0.7050499445061045,0,0,0,0,18.742908120684135,8,2021
2021-08-14,Ebolowa,Sud,2.91,11.15,23.6,28.9,20.0,0.8,0.8,11.2,24.8,277,17.9,3.76,39708.73,43968.05,7,0.08214285714285714,0.5966981132075472,0,0,0,0,17.463011668113996,8,2021
2021-08-15,Ebolowa,Sud,2.91,11.15,23.4,29.7,20.9,3.0,3.0,13.4,30.6,266,18.4,3.7,31653.16,43959.49,9,0.052238805970149245,0.3794705716699521,0,0,0,0,14.863194977194237,8,2021
2021-08-16,Ebolowa,Sud,2.91,11.15,22.1,26.5,20.5,12.2,12.2,9.6,26.3,284,9.82,1.98,16725.8,43950.9,17,0.0,0.0,0,0,0,0,8.38636317991632,8,2021
2021-08-17,Ebolowa,Sud,2.91,11.15,21.9,25.8,20.0,11.5,11.5,10.1,28.8,275,12.36,2.41,23303.66,43942.21,23,0.0,0.0,0,0,0,0,8.769157322175731,8,2021
2021-08-18,Ebolowa,Sud,2.91,11.15,22.4,28.7,19.9,4.1,4.1,11.7,32.0,282,13.47,2.89,20012.0,43933.42,18,0.050427350427350436,0.3663118851798098,0,0,0,0,13.549296597053116,8,2021
2021-08-19,Ebolowa,Sud,2.91,11.15,20.9,23.0,19.9,12.9,12.9,10.7,30.2,263,9.4,1.66,12554.28,43924.54,17,0.0,0.0,0,0,0,0,7.918299581589958,8,2021
2021-08-20,Ebolowa,Sud,2.91,11.15,21.4,25.2,19.5,1.3,1.3,9.0,30.2,263,11.72,2.35,12670.41,43915.56,13,0.09666666666666666,0.7022012578616352,0,0,0,0,16.940770742875188,8,2021
2021-08-21,Ebolowa,Sud,2.91,11.15,22.2,28.0,19.6,3.3,3.3,15.2,38.5,297,13.57,2.71,25118.5,43906.52,7,0.04407894736842105,0.32019612711022843,0,0,0,0,12.925770261724413,8,2021
2021-08-22,Ebolowa,Sud,2.91,11.15,23.0,27.7,20.1,0.8,0.8,10.0,29.2,303,17.41,3.51,33427.12,43897.4,5,0.09200000000000001,0.668301886792453,0,0,0,0,18.03344941975211,8,2021
2021-08-23,Ebolowa,Sud,2.91,11.15,23.8,28.9,20.3,1.2,1.2,9.2,21.6,289,19.5,3.99,32400.0,43888.22,8,0.0956521739130435,0.6948318293683349,0,0,0,0,18.97382044614387,8,2021
2021-08-24,Ebolowa,Sud,2.91,11.15,23.3,28.7,20.4,6.8,6.8,8.0,24.5,268,16.74,3.4,33759.78,43878.98,12,0.04000000000000001,0.29056603773584916,0,0,0,0,13.474298728980818,8,2021
2021-08-25,Ebolowa,Sud,2.91,11.15,22.7,29.4,19.8,5.9,5.9,15.8,38.2,305,19.1,3.6,37648.52,43869.71,11,0.025949367088607588,0.18850011941724382,0,0,0,0,12.45298888070567,8,2021
2021-08-26,Ebolowa,Sud,2.91,11.15,23.0,28.0,20.6,8.4,8.4,14.3,36.7,298,17.36,3.4,36798.97,43860.38,11,0.011188811188811182,0.08127721335268501,0,0,0,0,10.966221957721759,8,2021
2021-08-27,Ebolowa,Sud,2.91,11.15,23.1,28.5,20.4,19.0,19.0,9.4,32.4,276,18.39,3.65,39519.39,43851.03,15,0.0,0.0,0,0,0,0,10.211041841004185,8,2021
2021-08-28,Ebolowa,Sud,2.91,11.15,22.3,27.5,20.5,8.5,8.5,11.2,31.0,274,14.13,2.77,14870.09,43841.65,15,0.013392857142857146,0.09728773584905663,0,0,0,0,10.3736210310255,8,2021
2021-08-29,Ebolowa,Sud,2.91,11.15,22.8,29.0,20.5,9.4,9.4,12.1,37.8,265,16.44,3.28,32513.92,43832.25,14,0.004958677685950408,0.03602058319039448,0,0,0,0,10.207764989916532,8,2021
2021-08-30,Ebolowa,Sud,2.91,11.15,23.5,29.8,20.5,10.4,10.4,10.5,28.4,290,18.7,3.85,37261.5,43822.83,9,0.0,0.0,0,0,0,0,10.40573640167364,8,2021
2021-08-31,Ebolowa,Sud,2.91,11.15,22.9,28.4,20.8,6.7,6.7,14.0,35.3,282,16.65,3.29,37815.29,43813.41,14,0.023571428571428566,0.17122641509433958,0,0,0,0,11.893266771927053,8,2021
2021-09-01,Ebolowa,Sud,2.91,11.15,22.5,27.6,20.5,10.0,10.0,13.2,33.5,257,14.98,2.91,26477.12,43803.99,14,0.0,0.0,0,0,0,0,9.413801673640169,9,2021
2021-09-02,Ebolowa,Sud,2.91,11.15,22.4,28.4,20.4,11.2,11.2,10.6,30.2,264,17.9,3.5,24563.04,43794.58,15,0.0,0.0,0,0,0,0,9.90623430962343,9,2021
2021-09-03,Ebolowa,Sud,2.91,11.15,21.1,24.4,20.0,7.6,7.6,12.4,31.7,261,7.26,1.51,283.53,43785.18,14,0.019354838709677417,0.14059646987218502,0,0,0,0,9.322114123821867,9,2021
2021-09-04,Ebolowa,Sud,2.91,11.15,21.0,23.3,18.6,20.3,20.3,12.9,30.6,264,10.58,1.96,16080.18,43775.8,15,0.0,0.0,0,0,0,0,8.168040167364017,9,2021
2021-09-05,Ebolowa,Sud,2.91,11.15,22.1,27.5,18.1,1.5,1.5,13.2,32.8,276,18.14,3.58,32296.58,43766.43,4,0.06439393939393939,0.4677672955974843,0,0,0,0,15.476792484408307,9,2021
2021-09-06,Ebolowa,Sud,2.91,11.15,22.4,27.9,20.0,2.7,2.7,13.1,32.8,276,12.82,2.66,29174.28,43757.02,9,0.055725190839694655,0.40479619760910274,0,0,0,0,13.881000396413837,9,2021
2021-09-07,Ebolowa,Sud,2.91,11.15,23.1,29.2,19.7,1.6,1.6,11.4,31.3,288,19.29,3.94,32920.75,43747.55,3,0.07368421052631578,0.535253227408143,0,0,0,0,16.810245423458387,9,2021
2021-09-08,Ebolowa,Sud,2.91,11.15,23.3,28.2,20.0,0.3,0.3,6.8,18.4,317,14.6,2.95,32480.42,43738.04,2,0.1426470588235294,1.0362097669256383,0,0,0,0,22.03668038302398,9,2021
2021-09-09,Ebolowa,Sud,2.91,11.15,23.6,30.4,20.1,8.5,8.5,7.9,26.6,307,19.67,3.96,32664.26,43728.48,9,0.01974683544303797,0.14344399331263433,0,0,0,0,12.318573108036132,9,2021
2021-09-10,Ebolowa,Sud,2.91,11.15,23.2,29.0,20.5,14.0,14.0,8.9,31.3,307,16.71,3.36,32914.45,43718.9,14,0.0,0.0,0,0,0,0,9.947387447698745,9,2021
2021-09-11,Ebolowa,Sud,2.91,11.15,22.4,27.0,20.2,10.0,10.0,15.6,34.6,285,13.79,2.71,6455.98,43709.29,14,0.0,0.0,0,0,0,0,9.176554811715482,9,2021
2021-09-12,Ebolowa,Sud,2.91,11.15,23.0,28.9,20.4,2.8,2.8,12.5,29.9,245,18.74,3.76,32782.04,43699.65,12,0.0576,0.41841509433962265,0,0,0,0,15.270142638351624,9,2021
2021-09-13,Ebolowa,Sud,2.91,11.15,23.3,29.2,20.0,1.0,1.0,14.6,37.8,261,19.99,4.8,37529.6,43690.0,7,0.06164383561643835,0.4477901266477126,0,0,0,0,16.046527544877154,9,2021
2021-09-14,Ebolowa,Sud,2.91,11.15,21.7,24.1,19.5,8.2,8.2,6.8,16.9,276,10.38,1.99,18049.55,43680.35,13,0.026470588235294124,0.19228634850166487,0,0,0,0,10.659550826371444,9,2021
2021-09-15,Ebolowa,Sud,2.91,11.15,23.3,31.4,19.5,7.3,7.3,11.6,26.6,299,20.9,4.26,41254.47,43670.69,7,0.02653448275862069,0.1927504879635654,0,0,0,0,13.047523010374498,9,2021
2021-09-16,Ebolowa,Sud,2.91,11.15,22.3,26.0,20.4,13.2,13.2,9.6,22.7,269,13.89,2.64,21816.12,43661.04,20,0.0,0.0,0,0,0,0,9.151817573221757,9,2021
2021-09-17,Ebolowa,Sud,2.91,11.15,22.6,27.5,20.7,2.4,2.4,12.8,30.6,273,12.7,2.44,10212.36,43651.4,7,0.059375,0.43130896226415094,0,0,0,0,14.210278258466882,9,2021
